id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6512946,Rental unit in Florence · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,23740654,Antonella,,Centro Storico,43.77089,11.2641,Entire home/apt,92,4,191,2023-11-18,1.83,1,79,12,
7014955,Rental unit in Florence · ★4.78 · 1 bedroom · 2 beds · 1 bath,5412484,Germana,,Centro Storico,43.77165,11.26747,Entire home/apt,90,3,36,2019-04-25,0.35,1,47,0,
6535260,Rental unit in firenze · ★4.80 · 2 bedrooms · 2 beds · 1 bath,34174881,Maria Giulietta,,Isolotto Legnaia,43.78187,11.16095,Entire home/apt,90,1,111,2023-11-09,1.20,1,79,21,
6547491,Rental unit in Florence · ★4.89 · 2 bedrooms · 3 beds · 1 bath,6398796,Brittany,,Centro Storico,43.77699,11.25635,Entire home/apt,145,2,101,2023-11-25,1.97,7,211,45,
7016174,Rental unit in Florence · ★5.0 · 1 bedroom · 2 beds · 1 bath,36779638,Pierpaolo,,Centro Storico,43.77286,11.24393,Entire home/apt,172,1,252,2023-11-20,2.45,2,95,36,
6551654,Condo in Florence · ★4.72 · 1 bedroom · 1 bed · 1 bath,488317,Diana,,Centro Storico,43.77539,11.25403,Entire home/apt,141,1,143,2023-11-07,1.38,40,108,14,048017LTN3288
7017951,Rental unit in Florence · ★4.88 · 2 bedrooms · 3 beds · 1 bath,36787424,Ida &E+E,,Isolotto Legnaia,43.77113,11.21225,Entire home/apt,,3,26,2023-07-18,0.26,1,0,5,
6555467,Rental unit in Florence · 1 bedroom · 1 bed · 0 baths,34284894,Carmelo,,Campo di Marte,43.79541,11.27417,Private room,,1,1,2015-07-20,0.01,1,0,0,
7018073,Rental unit in Florence · ★4.70 · 1 bedroom · 1 bed · 1 bath,29211551,Fernando&Federico,,Centro Storico,43.77327,11.24766,Entire home/apt,76,2,630,2023-12-17,6.11,1,43,92,
6557065,Home in Florence · ★4.84 · 1 bedroom · 1 bed · 1 bath,29100872,Elisa E Leonardo,,Centro Storico,43.78221,11.23632,Private room,60,2,93,2023-10-04,0.90,1,355,12,
7029744,Rental unit in Florence · ★4.59 · 2 bedrooms · 3 beds · 1 bath,36853293,Costanza,,Centro Storico,43.76867,11.24528,Entire home/apt,90,1,143,2023-10-31,1.44,1,346,30,
7039526,Loft in Florence · ★4.73 · 1 bedroom · 1 bed · 1 private bath,1091607,Daniele & Clara,,Centro Storico,43.76911,11.24045,Private room,67,2,441,2023-12-03,4.32,10,312,61,
6562560,Rental unit in Florence · ★4.81 · 2 bedrooms · 3 beds · 1 bath,34329770,Paolo,,Centro Storico,43.78015,11.25754,Entire home/apt,85,3,53,2021-08-18,0.53,1,0,0,
7040198,Rental unit in Florence · ★4.88 · 2 bedrooms · 2 beds · 1 bath,24336629,Marco,,Centro Storico,43.77076,11.25946,Entire home/apt,229,3,138,2023-10-20,1.38,1,361,23,
6562630,Rental unit in Florence · ★4.27 · 1 bedroom · 2 beds · 1 bath,30779305,Nicoletta,,Centro Storico,43.77154,11.26565,Entire home/apt,126,3,70,2023-10-06,0.67,5,18,18,
6565470,Rental unit in Florence · ★4.67 · 2 bedrooms · 3 beds · 1 bath,34342643,Meri,,Centro Storico,43.787086,11.231526,Entire home/apt,122,2,3,2023-05-22,0.03,1,327,1,
7040988,Rental unit in Florence · ★4.82 · 1 bedroom · 2 beds · 1 bath,9641979,Ilaria,,Centro Storico,43.76771,11.25637,Entire home/apt,142,2,237,2023-10-18,2.31,6,291,23,048017LTN5561
6572269,Loft in Florence · ★4.88 · 1 bedroom · 2 beds · 2.5 baths,34371202,Claudio,,Centro Storico,43.7746,11.248,Entire home/apt,,3,83,2023-11-05,0.80,1,0,11,
7046139,Rental unit in Florence · 3 bedrooms · 5 beds · 1.5 baths,1523950,Giulia,,Centro Storico,43.77459,11.24842,Entire home/apt,,5,0,,,1,0,0,
7050688,Rental unit in Florence · 3 bedrooms · 3 beds · 2 baths,36975173,Francesco,,Campo di Marte,43.77622,11.27439,Entire home/apt,,3,0,,,1,0,0,
6578397,Rental unit in Florence · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,1672678,Alessandra,,Isolotto Legnaia,43.77334,11.20619,Private room,90,2,18,2023-09-23,0.35,1,0,14,
7056794,Rental unit in Florence · ★4.86 · 2 bedrooms · 6 beds · 2 baths,11316647,Umberto,,Centro Storico,43.76769,11.26036,Entire home/apt,223,3,28,2023-06-26,0.28,2,155,3,
7059266,Condo in Florence · 1 bedroom · 1 bed · 1 bath,369018,Guido,,Centro Storico,43.77244,11.26462,Entire home/apt,150,3,2,2023-09-30,0.02,2,363,1,
6593295,Rental unit in Florence · ★4.73 · 1 bedroom · 1 bed · 1 bath,34494341,Giancarlo,,Centro Storico,43.75141,11.24694,Entire home/apt,80,2,126,2019-11-03,1.24,1,7,0,
7062059,Rental unit in Florence · 1 bedroom · 2 beds · 2 baths,37030718,Matteo,,Centro Storico,43.77189,11.25013,Private room,,1,1,2015-07-09,0.01,1,0,0,
6596305,Rental unit in Florence · ★4.88 · 1 bedroom · 2 beds · 1 bath,30211133,Leonardo,,Centro Storico,43.77404,11.24575,Entire home/apt,122,2,362,2023-11-08,3.48,2,212,23,048017LTN5092
6597526,Rental unit in Florence · ★4.75 · 1 bedroom · 1 bed · 1 bath,34515012,Marcella,,Centro Storico,43.77322,11.26624,Entire home/apt,65,2,471,2023-12-17,4.54,1,0,77,
7064311,Condo in Florence · ★4.68 · 3 bedrooms · 6 beds · 2 baths,27720000,Nicole,,Centro Storico,43.77464,11.25172,Entire home/apt,230,2,94,2023-11-19,1.46,1,277,24,
7069856,Rental unit in Florence · ★4.38 · 1 bedroom · 3 beds · 1.5 baths,11601081,Cristina,,Centro Storico,43.77535,11.25378,Private room,72,5,82,2023-10-08,0.80,6,365,8,
6599513,Rental unit in Florence · ★4.80 · 1 bedroom · 2 beds · 1 bath,34525220,Giorgio,,Centro Storico,43.77599,11.2507,Private room,81,1,189,2023-11-05,1.87,12,126,10,
7070327,Rental unit in Florence · ★4.53 · 1 bedroom · 1 bed · 1 shared bath,11701916,Antonio,,Centro Storico,43.77547,11.2552,Private room,56,1,562,2023-01-25,5.46,11,3,2,048017LTI6820
6599565,Rental unit in Florence · ★4.67 · 1 bedroom · 2 beds · 1 bath,34525220,Giorgio,,Centro Storico,43.77636,11.25041,Private room,91,1,230,2023-09-16,2.21,12,129,11,
6604728,Rental unit in Florence · ★4.89 · 1 bedroom · 2 beds · 1 bath,34527087,Lorenzo & Family,,Centro Storico,43.76507,11.24533,Entire home/apt,68,5,190,2023-11-04,1.84,2,171,15,
6606999,Loft in Florence · Studio · 2 beds · 1 bath,18847517,Francesca,,Rifredi,43.79366,11.23586,Entire home/apt,,3,0,,,1,0,0,
6607884,Rental unit in Florence · ★4.79 · 1 bedroom · 2 beds · 1 bath,9149595,Alessandro,,Campo di Marte,43.77814,11.27788,Entire home/apt,67,1,291,2023-12-03,2.81,1,0,4,
6615490,Rental unit in Florence · ★4.74 · 1 bedroom · 1 bed · 1 bath,6658803,Alessandra,,Centro Storico,43.76527563235223,11.24493748317182,Entire home/apt,130,3,31,2023-10-17,0.46,1,219,9,
7079872,Home in Florence · ★4.59 · 1 bedroom · 1 bed · 1 bath,37117686,Francesco,,Campo di Marte,43.77667,11.28781,Entire home/apt,131,1,61,2023-06-25,0.61,1,203,6,
7081845,Rental unit in Florence · ★5.0 · 1 bedroom · 2 beds · 1 bath,37124625,Ferruccio,,Centro Storico,43.76789,11.24075,Entire home/apt,,3,3,2015-09-07,0.03,1,0,0,
6617129,Rental unit in Florence · ★4.64 · 2 bedrooms · 3 beds · 1 bath,16244628,Keys,,Centro Storico,43.77145004272461,11.254961967468262,Entire home/apt,197,4,274,2023-12-03,2.70,12,4,40,
7084829,Rental unit in Florence · ★4.82 · 1 bedroom · 1 bed · 1 bath,26478188,Kay,,Centro Storico,43.76743,11.25189,Entire home/apt,193,3,148,2023-10-03,1.46,3,237,27,
7085241,Rental unit in Florence · ★4.96 · 1 bedroom · 1 bed · 1 bath,37138652,Anette,,Centro Storico,43.7837,11.2284,Entire home/apt,56,2,24,2023-10-01,0.29,3,123,5,
7087536,Rental unit in Florence · ★4.87 · 1 bedroom · 1 bed · 1 bath,22560488,Sebastiano,,Centro Storico,43.76606,11.25592,Entire home/apt,228,1,117,2023-11-26,1.16,7,282,27,
6619752,Condo in Florence · ★4.60 · 2 bedrooms · 5 beds · 1 bath,4677306,Marialaura,,Centro Storico,43.78227996826172,11.2435941696167,Entire home/apt,83,2,200,2023-10-30,2.11,6,0,49,048017AFR2075
6631991,Rental unit in Florence · 1 bedroom · 1 bed · 1 bath,34714918,Paola,,Centro Storico,43.78209,11.24407,Private room,,1,0,,,1,0,0,
7089339,Rental unit in Florence · 2 bedrooms · 2 beds · 2 baths,9301837,Marco,,Isolotto Legnaia,43.76883,11.21699,Entire home/apt,,1,0,,,1,0,0,
7098072,Rental unit in Florence · ★4.98 · Studio · 2 beds · 1 bath,1169561,Silverio,,Campo di Marte,43.76662,11.27317,Entire home/apt,76,2,89,2023-10-22,0.95,3,95,22,
6639019,Home in Florence · 2 bedrooms · 3 beds · 2 baths,34748110,Jelle,,Campo di Marte,43.79038,11.27168,Entire home/apt,,1,2,2015-07-29,0.02,1,0,0,
7106572,Rental unit in Florence · ★4.80 · 1 bedroom · 1 bed · 1 bath,37231582,Sonia E Agata,,Gavinana Galluzzo,43.76219,11.27839,Entire home/apt,109,2,153,2023-09-21,1.49,1,45,14,
6646717,Rental unit in Florence · ★4.88 · 3 bedrooms · 3 beds · 2 baths,34791980,Alessandra,,Gavinana Galluzzo,43.759,11.29002,Entire home/apt,85,5,16,2023-08-25,0.16,1,0,2,
7109604,Rental unit in Florence · ★4.33 · 1 bedroom · 1 bed · 1 bath,4156491,Apartments Florence,,Centro Storico,43.76995,11.25574,Entire home/apt,474,4,6,2022-09-28,0.06,97,365,0,048017LTN4049
7111492,Rental unit in Florence · ★4.90 · 1 bedroom · 2 beds · 1 bath,36416824,Niccolo,,Centro Storico,43.78806,11.23473,Entire home/apt,69,3,219,2023-12-10,2.14,2,24,34,
6654909,Rental unit in Florence · ★4.81 · 1 bedroom · 2 beds · 1 bath,3170412,Luca,,Centro Storico,43.76626,11.24875,Entire home/apt,143,3,141,2023-11-20,1.37,25,170,25,048017LTN3478
6657419,Condo in Florence · ★4.83 · 2 bedrooms · 3 beds · 1 bath,34844339,Simona,,Centro Storico,43.76944,11.25382,Entire home/apt,168,2,187,2023-12-10,1.80,1,230,50,
7112617,Rental unit in Florence · 1 bedroom · 1 bed · Half-bath,17780179,Salvatore,,Gavinana Galluzzo,43.76495,11.28035,Private room,,14,0,,,1,0,0,
7119829,Rental unit in Florence · ★4.0 · 1 bedroom · 1 bed · 1 bath,4156491,Apartments Florence,,Centro Storico,43.77209,11.25349,Entire home/apt,225,3,5,2022-08-15,0.07,97,0,0,048017LTN3786
6663614,Rental unit in Florence · ★4.91 · 1 bedroom · 1 bed · 1 bath,13773417,Lorenzo,,Centro Storico,43.77023,11.25905,Entire home/apt,60,3,413,2023-12-04,4.00,2,46,58,048017LTN12311
7125337,Rental unit in Florence · 2 bedrooms · 3 beds · 2.5 baths,37251648,Alisa,,Centro Storico,43.77089,11.26138,Entire home/apt,200,3,0,,,1,0,0,
7138708,Rental unit in Florence · ★4.95 · 2 bedrooms · 3 beds · 2 baths,1702993,Marusca,,Centro Storico,43.77415,11.2508,Entire home/apt,153,3,129,2023-11-05,1.28,8,314,38,
7141111,Rental unit in Florence · ★4.71 · 1 bedroom · 3 beds · 1 private bath,34525220,Giorgio,,Centro Storico,43.77451,11.25212,Private room,120,1,251,2023-09-26,2.49,12,126,12,
7141888,Rental unit in Florence · ★4.99 · 1 bedroom · 2 beds · 1 bath,1169561,Silverio,,Campo di Marte,43.76663,11.27152,Entire home/apt,86,2,147,2023-11-06,1.47,3,118,44,
6666368,Rental unit in Florence · ★4.74 · 1 bedroom · 1 bed · 1 bath,15217680,What About,,Centro Storico,43.76377,11.25767,Entire home/apt,163,2,157,2023-11-14,1.52,17,295,30,
6666469,Loft in Florence · ★4.59 · 1 bedroom · 1 bed · 1 bath,15217680,What About,,Centro Storico,43.76957,11.26043,Entire home/apt,116,2,224,2023-11-05,2.16,17,317,40,
6671988,Rental unit in Florence · ★4.97 · 2 bedrooms · 4 beds · 2 baths,18315784,Lorenzo,,Campo di Marte,43.7792,11.26927,Entire home/apt,120,4,31,2022-09-11,0.30,1,333,0,
7152415,Rental unit in Florence · ★4.93 · 1 bedroom · 1 bed · 1 bath,8965254,Lisa & Matilde,,Centro Storico,43.76939,11.25523,Entire home/apt,130,2,284,2023-12-08,2.78,1,81,32,
6674532,Home in Florence · 1 bedroom · 2 beds · 1 bath,34894071,Daria,,Gavinana Galluzzo,43.74578,11.26073,Entire home/apt,,5,0,,,1,0,0,
7155230,Rental unit in Florence · ★4.33 · 2 bedrooms · 4 beds · 2 baths,4156491,Apartments Florence,,Centro Storico,43.76252,11.24458,Entire home/apt,299,3,3,2021-08-10,0.04,97,0,0,
6680610,Loft in Florence · ★4.80 · 2 bedrooms · 3 beds · 2.5 baths,20265934,Paolo,,Centro Storico,43.77763,11.25392,Entire home/apt,219,2,154,2023-10-23,1.53,1,317,26,
7156850,Condo in Florence · ★4.83 · 1 bedroom · 1 bed · 1 bath,7219613,Italo,,Centro Storico,43.78286361694336,11.231961250305176,Entire home/apt,89,21,12,2022-07-02,0.12,1,228,0,
7157402,Rental unit in Florence · ★4.93 · 1 bedroom · 2 beds · 1 bath,3191681,Antonio,,Centro Storico,43.76802,11.25713,Entire home/apt,97,3,275,2023-12-03,2.72,2,237,24,7157402
6681147,Rental unit in Florence · ★4.82 · 3 bedrooms · 5 beds · 2 baths,477055,Anna Rebecca,,Centro Storico,43.77723,11.24978,Entire home/apt,243,2,581,2023-12-03,5.61,1,0,93,
6684738,Rental unit in Florence · ★4.90 · Studio · 1 bed · 1 bath,34986363,Alessandro,,Gavinana Galluzzo,43.74357,11.23816,Entire home/apt,79,7,219,2023-11-15,2.12,3,175,13,
6688829,Rental unit in Florence · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,27531650,Francesca,,Rifredi,43.7938,11.21259,Private room,41,1,223,2023-10-23,2.40,3,122,53,
7163950,Villa in Florence · 4 bedrooms · 5 beds · 4 baths,14232488,Lisa,,Gavinana Galluzzo,43.748,11.2825,Entire home/apt,,4,0,,,1,0,0,
6696483,Rental unit in Florence · 1 bedroom · 1 bed · 1 private bath,7280596,Gianna,,Centro Storico,43.77888,11.26359,Private room,38,30,1,2018-05-15,0.01,1,300,0,
7169036,Condo in Florence · ★4.71 · 2 bedrooms · 2 beds · 1 shared bath,16922250,Giuliano Bolognesi,,Centro Storico,43.76911,11.26008,Private room,,2,38,2021-08-29,0.39,3,0,0,
7169466,Condo in Florence · ★4.50 · 1 bedroom · 3 beds · 1 bath,37551452,Pietro,,Rifredi,43.80635,11.24045,Entire home/apt,131,5,8,2023-12-16,0.08,1,349,1,
6696770,Home in Florence · ★4.93 · 1 bedroom · 2 beds · 1 bath,5272126,Elena,,Gavinana Galluzzo,43.73171,11.21055,Entire home/apt,260,5,29,2023-08-27,0.28,13,168,2,
6710503,Rental unit in Florence · ★4.62 · 1 bedroom · 1 bed · 1 bath,15217680,What About,,Centro Storico,43.77135,11.25649,Entire home/apt,150,2,181,2023-10-31,1.77,17,188,24,
6727934,Home in Florence · ★4.55 · 2 bedrooms · 3 beds · 1 bath,35231724,Andrea,,Campo di Marte,43.78842,11.26501,Entire home/apt,,1,97,2018-08-27,0.99,1,0,0,
7183408,Rental unit in Florence · ★4.19 · 1 bedroom · 1 bed · 1 bath,18136435,Leonardo,,Centro Storico,43.76981,11.26816,Private room,50,22,217,2020-02-20,2.12,1,135,0,
7195741,Rental unit in Florence · ★4.76 · 1 bedroom · 1 bed · 1 private bath,24174798,Saveria,,Centro Storico,43.77844,11.2413,Private room,65,1,119,2023-11-26,1.23,4,18,37,048017LTN2153
6732392,Rental unit in Florence · ★4.82 · 1 bedroom · 1 bed · 1 bath,33024779,Luca,,Gavinana Galluzzo,43.75964,11.2875,Entire home/apt,141,2,28,2021-11-14,0.28,2,331,0,
6734236,Rental unit in Florence · ★4.59 · 4 bedrooms · 8 beds · 3.5 baths,6850088,E.M. Di Del Bianco Ernesto & C.,,Centro Storico,43.76745,11.25796,Entire home/apt,880,3,38,2023-10-22,0.37,6,0,9,
6740742,Rental unit in Florence · ★4.55 · 2 bedrooms · 4 beds · 1 bath,35297686,Carlo,,Centro Storico,43.77275848388672,11.24526309967041,Entire home/apt,211,3,20,2023-06-24,0.19,1,191,3,
7200247,Rental unit in Florence · ★4.72 · 2 bedrooms · 4 beds · 1 bath,37701384,Antonia,,Centro Storico,43.78818,11.22895,Entire home/apt,70,1,25,2020-01-02,0.25,2,0,0,
7201522,Condo in Florence · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,37641645,Giuseppe,,Centro Storico,43.76568,11.24678,Private room,69,9,3,2023-07-15,0.11,1,88,1,3803312724
6755438,Condo in Florence · ★4.67 · 1 bedroom · 2 beds · 1 bath,35369131,Silvia,,Centro Storico,43.784119,11.233798,Entire home/apt,102,2,15,2023-06-19,0.16,3,353,2,
7202508,Loft in Florence · ★4.81 · 1 bedroom · 1 bed · 1 bath,37713543,Erica,,Centro Storico,43.76955,11.26166,Entire home/apt,124,2,108,2023-09-16,1.08,1,252,8,
7216233,Condo in Florence · ★4.73 · Studio · 1 bed · 1 bath,5572398,Cristina E Raffaele,,Centro Storico,43.77301,11.25818,Entire home/apt,147,2,106,2023-11-15,1.08,15,339,27,
6758555,Rental unit in Florence · ★4.81 · 2 bedrooms · 5 beds · 1 bath,34446338,Serena,,Centro Storico,43.77,11.26165,Entire home/apt,97,2,16,2021-08-12,0.17,1,131,0,
7219596,Rental unit in Florence · ★4.80 · Studio · 2 beds · 1.5 baths,5572398,Cristina E Raffaele,,Centro Storico,43.77477,11.25829,Entire home/apt,250,2,5,2022-06-24,0.05,15,0,0,
7225089,Condo in Florence · ★4.69 · 1 bedroom · 1 bed · 1 bath,488317,Diana,,Centro Storico,43.77534,11.2541,Entire home/apt,128,1,61,2023-07-31,0.61,40,81,3,048017LTN3288
6760458,Home in Florence · ★4.86 · 1 bedroom · 8 beds · 2 shared baths,6196732,Maurizio,,Campo di Marte,43.78995,11.27101,Private room,25,2,230,2022-05-10,2.22,3,182,0,
7230954,Condo in Florence · ★4.87 · 2 bedrooms · 2 beds · 1 bath,37861379,Antonella E Sandra,,Centro Storico,43.77253,11.26613,Entire home/apt,114,6,173,2023-11-27,1.70,1,196,12,
6765189,Rental unit in Florence · ★4.81 · 3 bedrooms · 3 beds · 1 bath,33292755,Tommaso,,Centro Storico,43.76897,11.26537,Entire home/apt,130,3,72,2021-08-17,0.69,1,0,0,
7244159,Rental unit in Florence · ★4.83 · 2 bedrooms · 2 beds · 2 baths,11455596,Cristina,,Centro Storico,43.76811,11.2572,Entire home/apt,80,3,127,2023-11-28,1.25,2,353,23,
6774153,Rental unit in Florence · ★4.71 · 2 bedrooms · 3 beds · 1 bath,4878667,Jacopo,,Rifredi,43.79435,11.23568,Entire home/apt,93,2,79,2023-11-05,0.82,2,168,17,
6787166,Rental unit in Florence · ★4.67 · 1 bedroom · 1 bed · 1 bath,35534250,Rony,,Campo di Marte,43.76948,11.27488,Private room,,5,3,2015-08-23,0.03,1,0,0,
7256470,Rental unit in Florence · ★4.98 · 3 bedrooms · 5 beds · 2 baths,10650896,Liana,,Centro Storico,43.771857139934205,11.265811073893747,Entire home/apt,270,3,291,2023-12-13,3.57,2,0,45,CIR 048017LTN11629
7278242,Condo in Florence · ★4.86 · 1 bedroom · 3 beds · 2 shared baths,9209562,Manuel,,Isolotto Legnaia,43.77211,11.22211,Private room,25,120,36,2023-05-14,0.35,5,32,2,
7281719,Rental unit in Florence · ★4.67 · Studio · 3 beds · 1 bath,17095486,Sibilla,,Centro Storico,43.77002,11.26554,Entire home/apt,130,3,3,2022-09-27,0.03,10,360,0,048017LTN7220
6793235,Home in Florence · ★4.85 · 1 bedroom · 3 beds · 2 shared baths,6196732,Maurizio,,Campo di Marte,43.79172,11.27111,Private room,39,2,275,2023-12-17,2.66,3,260,38,
6794687,Home in Florence · ★4.86 · 1 bedroom · 1 bed · 2 baths,6196732,Maurizio,,Campo di Marte,43.78969,11.27108,Private room,32,2,348,2023-11-27,3.45,3,172,50,
6804466,Rental unit in Florence · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,22883727,Giada,,Centro Storico,43.78627,11.2359,Private room,57,30,19,2023-10-16,0.21,4,159,1,
6807341,Rental unit in Florence · ★4.71 · 1 bedroom · 1 bed · 1 bath,35634651,Marco,,Centro Storico,43.76666,11.24562,Entire home/apt,150,2,7,2023-10-18,0.15,1,242,6,
7298202,Rental unit in Florence · ★4.83 · Studio · 1 bed · 1 bath,38226944,Giovanna,,Centro Storico,43.77119,11.2564,Entire home/apt,200,2,387,2023-10-22,3.78,3,358,32,38226944
7426412,Rental unit in Florence · ★4.80 · 1 bedroom · 1 bed · 1 bath,38901290,Rolando,,Centro Storico,43.76711,11.25211,Entire home/apt,86,3,460,2023-11-24,4.53,1,111,53,048017LTN3009 L25924
7317517,Rental unit in FIRENZE · ★3.80 · 3 bedrooms · 4 beds · 1 bath,30094188,Cinzia,,Rifredi,43.78775,11.24724,Entire home/apt,70,1,5,2016-06-19,0.05,2,0,0,
7319844,Rental unit in Florence · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,38346714,Salvatore,,Centro Storico,43.77694,11.25037,Private room,,2,236,2020-03-18,2.31,1,0,0,
7444751,Rental unit in Florence · 2 bedrooms · 4 beds · 1 bath,15301203,Tommaso,,Campo di Marte,43.78963,11.26777,Entire home/apt,1500,2,1,2015-09-13,0.01,2,365,0,
7446715,Rental unit in Florence · ★4.94 · 2 bedrooms · 5 beds · 1 bath,38999821,Antonello,,Centro Storico,43.78161,11.25622,Entire home/apt,268,3,83,2023-07-31,0.83,1,261,1,
7352295,Condo in Florence · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,9128898,Chiara,,Rifredi,43.80318,11.23633,Private room,48,2,352,2023-11-19,3.51,3,169,60,
7453938,Serviced apartment in Florence · ★4.94 · 1 bedroom · 1 bed · 1 private bath,4111267,Viviana,,Campo di Marte,43.7916,11.28491,Hotel room,,2,17,2019-07-11,0.19,1,0,0,
7358166,Rental unit in Florence · ★4.39 · 2 bedrooms · 1 bed · 1.5 shared baths,9137092,Silvia,,Centro Storico,43.76834,11.26188,Private room,56,5,28,2023-10-01,0.29,11,149,1,
7359327,Rental unit in Florence · ★4.49 · 1 bedroom · 2 beds · 1 bath,9137092,Silvia,,Centro Storico,43.77036,11.26591,Private room,69,3,49,2023-10-16,0.49,11,126,7,
7470468,Rental unit in Florence · ★4.65 · 2 bedrooms · 2 beds · 1 bath,3156599,Sacha,,Isolotto Legnaia,43.774,11.23389,Entire home/apt,,2,31,2017-10-12,0.30,1,0,0,
7377408,Place to stay in Florence · 1 bedroom · 1 bed · 1 shared bath,37882812,荻,,Centro Storico,43.77975,11.26122,Shared room,,1,0,,,1,0,0,
7480435,Rental unit in Florence · ★4.80 · 1 bedroom · 1 bed · 1 bath,13516515,Nicola,,Centro Storico,43.78154,11.25385,Entire home/apt,,1,30,2016-09-01,0.29,1,0,0,
7378846,Tiny home in Florence · ★4.36 · 1 bedroom · 1 bed · 1 bath,38654641,Tommaso,,Centro Storico,43.78635,11.22802,Entire home/apt,48,3,346,2023-11-26,3.40,4,349,30,
7487107,Rental unit in Florence · ★4.82 · 2 bedrooms · 3 beds · 1 bath,6241067,Gabriele,,Centro Storico,43.77704,11.25359,Entire home/apt,65,30,100,2023-12-04,1.00,7,209,20,
7496408,Bed and breakfast in Florence · ★3.75 · 1 bedroom · 4 beds · 1 bath,38684047,Nadia,,Centro Storico,43.77538,11.25119,Private room,250,1,4,2019-07-09,0.04,4,350,0,
7381817,Rental unit in Florence · ★4.75 · 2 bedrooms · 3 beds · 1 bath,14531369,Filippo,,Centro Storico,43.76833,11.26634,Entire home/apt,95,33,286,2020-03-02,2.81,1,78,0,
7496829,Bed and breakfast in Florence · 1 bedroom · 2 beds · 1 shared bath,38684047,Nadia,,Centro Storico,43.77562,11.25129,Private room,,2,0,,,4,0,0,
7497290,Bed and breakfast in Florence · ★4.67 · 1 bedroom · 1 bed · 1 private bath,39267478,Canto Degli Scali,,Centro Storico,43.7697,11.25305,Private room,224,1,6,2023-10-01,0.07,7,224,1,
